text,class
The system shall modify the lookup table information.,6
"The system shall query the database for instances of the lookup value in use. If found, the obsolete request shall not be allowed.",1
The tool shall provide each form for the editing of lookup table records.,1
"The tool shall query the database for instances of the lookup value in use. If found, the obsolete request shall not be allowed.",1
The tool shall provide each configuration file which shall control the access of modification of lookup tables.,3
The user interface design shall follow .NET Coding Standards and Windows User Interface Guidelines.,6
The user interface design shall incorporate basic Windows Functions and Standards.,6
The interface shall be developed to work on each minimum screen resolution of 1280x1024.,3
The interface must interact with the ArcGIS desktop as each dockable window.,3
Must meet standard DFW application performance standards.,1
Must work within the operating parameters of ArcGIS,4
"A user logged in as each Production Manager shall create each new Work Order, or print/list/delete/update each existing Work Order. each work order can only be generated for each particular Sales Order, which already shall exist in the system",3
System displays each wizard for creating each new Work Order.,3
System prints the current Work Order,4
System allows the information to be updated,4
System lists each the Work Orders,4
System prompts user for each ID of each Sales Order for which the Work Order is to be generated,4
At creation the system automatically set the start date to current date,4
At creation user can specify the due date only by  which the Work Order is to be completed,4
System confirms the cancellation request,4
System automatically sets the Status to In-Progress,4
User shall request to update each Work Order. System shall display the Work order,4
"Update the Status of the work order, which shall be InProgress/Suspended/Cancelled/Complete",4
User can generate each new Work Order,4
User shall be able to cancel creation of the Work Order only at  each time.,3
"If user does not want to cancel, system does nothing",4
"If cancellation is confirmed, no record is created",4
"If done creating this Work Order, commit it to database and return to the Work Order Management Tool interface",4
A user shall change information about parts listed in this Work Order ,4
User can add each Part which is to be produced as part of each Work Order,4
User can remove each part from the Work Order,4
"User shall only at  each time commit the changes done to Work Order (changes to parts, their operations, assignments of employees and machines).",3
System shall confirm each of which  the changes are to be made permanent,4
All details of each Work Order transaction shall appear in each view which user can browse,4
User can view details of parts,4
View the operations which are required to be performed to produce each Part in the Work Order .,3
View information about machines assigned to each Operation in the Work Order Operation.,3
View information about the employees scheduled to work on each particular Operation,4
System shall list each employees currently assigned to Operations in this Work Order,4
System shall list each machines assigned to Operations in this Work Order,4
System shall list each Operations which need to be performed in Order to complete the Work Order,4
User can see the list of each Work Orders in the system,4
User can see the list of each Work Orders in the system sorted only by  Customer Name alphabetically,4
User can see the list of each Work Orders in the system sorted only by  most recent Start Date,4
User can delete each Work Order if it has been completed and there is each Invoice record in the system with this Work Orders ID,4
System shall confirm deletion of each Work Order,4
User can print each information pertaining to this Work Order,4
"System queries Sales person for information on customer such as customer ID, customers name, telephone, fax and address.",6
"If the customer exists in the database, the system must allow user to retrieve information about the customer.",6
"If the customer exists in the database, the system must allow user to retrieve and edit information about the customer (the only field each of which  is not editable is customers ID).",3
"If the customer is without transactions associated whose status is active, system must allow user to delete the customer. Otherwise, the system must not allow delete the customer.",3
The system must let the sales person to add each new customer.,3
The system must create automatically this number in each incremental order beginning from 1.,1
The system must prompt the sales person for the Customers name.,6
The system must prompt sales person for  the Customers phone.,6
The system must prompt the sales person for the Customers email.,6
The system must prompt the sales person for the Customers address.,6
The system must prompt sales person for  the Customers bill information.,6
"The system must let the system user to find Customers information based on each filters such as: customer ID, name, address and e-mail.",3
"If the customer in question is not in the database, the system must show each suitable message.",3
"The system must let the system user to edit Customers information. Also, the system must allow user to make visible/invisible to each customer.",3
The system must not let the system user to edit customers ID.,6
"The system must let the system user to remove each customer, only if there is no transaction associated with him or her.",3
The system must not allow the user to remove each client each of which  has active transactions.,3
"System queries Product Manager for details of part(s) such as part description, operations, discounts, part drawing as well as items or parts provided from supplier.",1
"If the part status is in process, system must allow user to edit and modify the information related to the part.",1
"If the part status is not in process, system must allow user to delete the part or each sub part. Otherwise, the system must not allow delete each manufactured part.",1
The system must let the maintenance manager place each new part.,3
The system shall prompt the product manager for the part description.(This field shall be empty).,1
The system shall prompt the product manager for  the parts price.,6
"If the product manager does not provide each price for the part, the system must not let manager finish this step. (The system must display each suitable message).",3
The system shall prompt the product manager for  each associated parts ID (if any) as well as the number of these.,1
"If the product manager does not commit associate parts, the system must let continue.",6
The system must prompt the product manager for  the associated drawing to the part.,6
"If the product manager does not provide only at  least one drawing, the system must not let manager finish this step. (The system must display each suitable message).",3
The system shall prompt the product manager for  the operations in order to make the part. The order of operations must be specified.,6
The system must not exit of this menu without capturing only at  least one operation.,3
"The system shall prompt the product manager for the operations ID. (The system must create automatically in ascendant sequence, the natural numbers corresponding to operation ID beginning from 1).",6
The system shall prompt the product manager for the operation setup time (only business hours).,6
The system shall prompt the product manager for the operation runtime. (only business hours),6
The system shall prompt the product manager for the operation total time. (only business hours).,6
The system shall prompt the product manager for the operation setup time. (only business hours).,6
The system shall prompt the product manager for the operation total time. (only business hours).,6
"If the product manager does not commit each new part, the system must let exit from this step.",3
The system must let the system user to modify each part whose status is in process.,1
The system must allow users to edit each parts description.,3
The system shall allow the product manager for modifying the parts price.,6
The system must allow users to edit each associated parts to the part in question.,1
"If the user(s) does not commit each change in each of the associate parts, the system must let continue.",3
The system must allow the product manager to edit the associated drawing to the part in case of modifying.,1
"If the product manager does not make each modify, the system must let continue.",3
The system must allow user to edit the part operations.,1
"If the product manager does not commit each modification, the system must finish this step without each databases change.",3
The system must allow user both to edit and modify operation setup time (only business hours).,3
The system must allow user both to edit and modify operation runtime. (only business hours).,3
The system must allow user both to edit and modify operation total time. (only business hours are valid data).,3
The system must allow user both to edit and modify operation labour setup time. (only business hours are valid data).,3
The system must allow product manager for editing and modifying of operation labor run time. (only business hours).,1
"If the product manager does not commit each change part, the system must let exit from this step without each databases change.",3
"The system must let the system user to remove each part (or each subpart), only if its status is not active.",1
The system must allow the user to exit from this function.,5
System queries manager for machine ID number.,6
The system shall let each manager who is logged into the E-System create each new machine for  machine details.,3
The system shall prompt the manager for the Machine Id.,6
The system shall ask the manager for the machine arrived Date.,6
The system shall prompt for the price of each machine.,3
The system shall show the task pull down menu.,6
The manager shall select the task from the task menu.,6
The system shall prompt for operation code as the information shall be exported to scheduling list of the E-System.,6
The system shall let each manager who is logged into the E-system can view each machine record.,3
The system shall prompt the manager for the Machine Id.,6
The system shall let each manager who is logged into the E-system can edit each machine record.,3
The system shall validate the status and prompt the reconfirmation for delete.,6
The GPP E-System interface can be viewed over the intranet in each internet browser.,3
"The interface shall vary depending on whether the user is logged in as each system administrator/s, sales manager/s, maintenance manager/s, and production manager/s shall have different options displayed to them.",3
"A general Help index shall be available for consulting to each users, even when not logged in, and another help index shall be displayed to logged in users particular to their status.",1
All content shall be displayed using HTML and can be browsed using keyboard and mouse.,1
The E-System is expected to be installed on office PCs with each sufficient processing capacity (E.g. Pentium III and above) and only at  least 2GB HDD and 512 MB RAM.,3
The system shall accommodate 50 users only during  the business hours.,6
All reports generated only by  the system shall be fully downloadable in no more than 15 seconds over each 50Kbps modem connection.,3
Responses to search queries shall take no longer than 10 seconds to load onto the screen only after  the user submits the query.,6
The system shall display customized messages only after  the user submits information to the system.,6
A user logged in as each System Administrator shall perform backup procedures to backup data currently stored in the databases for safety. User shall also view log files generated only by  the backup. each backup can be generated on each or each subset of each the records in the system.,3
"User shall manually trigger the backup routine, to run immediately.",1
"Alternatively, user shall schedule backups  daily, weekly, biweekly, monthly  in which case the backup procedure shall run automatically. For automatic backups, user shall specify the hours only during  which the backup shall take place.",1
Users shall be required to log in to the E-system for each operations.,3
The system shall permit only authorized users to update the databases.,6
The E-system shall be available to users on the Internet 95% of time only during  the business hours.,6
"If the connection between the system and the user is broken prior to each transaction being either confirmed or cancelled, the E-System shall enable the user recover the incomplete transaction.",3
If the user switches between the different modules with in each system then the data entered or searched only by  him in the previous module remains there on screen.,3
If the user selects the particular record in the result set then he shall able to view the details of selected record and result set shall remain there on the screen. No need to make the same search again.,1
Show Computation Cockpit,5
"Show the App Shelf with each the Computation Applications each of which  the user can run  retrieved from the CApp Store or created only by  him/her. Also shows the Computation Rack with each the Computation Tasks created only by  the user, based on those applications",5
Create Computation Task,5
Prepare to run (but not run yet) each new Computation Task using each selected Computation Application. Includes specifying the Computation Valuation.,3
Activate Computation Task,5
Start executing each existing Computation Task which is just created or has been paused. shall involve interacting with the task.,4
Interact with Computation Task,5
"Performs required interactions ( parameters, selecting options, etc.) with each selected Computation Task. Available only for the Computation Tasks each of which  need such interactions.",5
Set Data Stores for Computation Task,5
Allows to define parameter values for Data Stores as specified only by  the Computation Application. This use case can be used dynamically only during  computations to change e.g. ways in which the Computation Application interacts with the App user (pauses for data input etc.).,2
Show Computation Task details,5
"Show details of each Computation Task including its valuation and configuration. If task execution was started, shows also the task status and statuses of its subtasks.",5
Abort Computation Task,5
Stops execution of each running Computation Task. each the computations are aborted and cannot be activated in the future. Appropriate billing for the computations performed so far is calculated.,3
Pause Computation Task,5
Stops execution of each running Computation Task. each the computations are halted but can be activated in the future. each the internal data is stored and billing for storage is calculated.,2
Browse CApp Store,5
Allows for browsing of verified Computation Applications in the CApp (Computation Application) Store.,2
Add Application to App Shelf,5
"Add each selected Computation Application to the users App Shelf, which makes it available in the Computation Cockpit.",5
Show Application Details,5
Show detailed information about each Computation Application.,3
Rate Application,5
Allows the user to review each selected Computation Application,3
Show Development Shelf,5
Allows to browse each the Computation Modules and Applications developed only by  the current user.,3
Submit Computation App/Module,5
Allows for submitting each Computation Module or Application to be verified and made available to other users.,2
Create Computation Application,5
Create each new Computation Application entry.,3
Edit Computation Application,5
Specify content of each Computation Application using the CAL editor.,3
Create Computation Module,5
Create each new Computation Module entry.,3
Edit Computation Module,5
Specify content of each Computation Module  its description and executables.,3
Build Computation Module,5
Prepare the executable form of each computation module (meant for future versions).,3
Organise Computation Module Palette,5
Select Computation Modules to be available in the Palette for the given Developer. Allows also to organize order of Modules in the Palette.,2
Show Administrator Cockpit,5
Shows the App/Module Repository which allows to browse each Computation Modules and Applications each of which  have been ever submitted only by  each user (including active and inactive).,4
Validate Computation Application,5
"Show advanced details about each Computation Application, including its implementation (code) and allow to validate its usage in the BalticLSC Network.",5
Validate Computation Module,5
"Show advanced details about each Computation Module, including its implementation (code) and allow to validate its usage in the BalticLSC Network.",5
Update Computation App/Module Status,5
"Allows for status change, including approval of each Computation Application or Module.",3
Create each new Cluster Node,5
Define each new Cluster Node entry.,3
Show owned Cluster Node list,5
Show each Cluster Nodes defined only by  the current user.,3
Submit each Cluster Node,5
"Submit each Cluster Node for verification, only after  which it shall be made available to other users for performing computations.",3
Show own Cluster Node Machine list,5
Show each Machines for each selected Cluster Node.,3
Show credit statistics for Cluster Node,5
Show statistic about credits earned only by  the users Cluster Node.,6
Show credit statistics for Machine,5
Show statistic about credits earned only by  the users Machine.,6
Show own Cluster Node details,5
Show details about each selected Cluster Node.,3
Show Machine details,5
Show details about each selected Machine.,3
Show Computation Occurrences history for each Machine,3
"Show information about each the Computation Occurrences each of which  have been ever executed on each selected Machine. Information includes earned credits, execution time and execution results.",3
Safely deactivate each Cluster Node,3
Stop receiving new Computation Tasks only by  each Cluster Node and deactivate it only after  each already assigned Computation Tasks are completed. Optionally: freeze and save each Computation Task and deactivate Cluster Node right away.,3
Update Cluster Node details,5
Allows for modifying information each of which  describes each selected Cluster Node.,5
Show each Cluster Node list,5
Shows each list of each submitted Cluster Nodes.,3
Show Cluster Node Machine list,5
Shows each list of machines for each selected Cluster Node.,3
Show Cluster Node details,5
Show each details about each Cluster Node.,3
Activate / deactivate each Cluster Node,5
Allows to make each selected Cluster Node available or unavailable for performing computations only by  the users other than its owner.,3
Show advanced Machine details,5
"Shows each details about each Machine, including its benchmark results.",3
Disable / Enable each Machine,5
Allows to make each selected Machine available or unavailable for performing computations of users other than its owner.,3
Execute single benchmark,5
Choose and run each benchmark on each selected Machine.,3
Conduct random benchmarking,5
Run benchmarks on randomly selected set of Machines,5
Conduct periodic benchmarking,5
Periodically run benchmarks on each Machines.,3
Signal own status,5
Allows each Cluster Node to inform the BalticLSC Network of its machines statuses and send information about progress of Computation Occurrences assigned to them.,2
Update Machine statuses,5
Mark Machines each of which  didnt inform about its statuses as inactive.,3
Create CA Request,5
Allows to create each Computation Application Request specifying details of each Computation Application user needs.,3
Show CA Request List/Show CA Request List as End-user,5
Show each list of each created Computation Application Requests.,3
Show CA Request Details/Show CA Request Details as End-user,6
Show the definition of each selected Computation Application Request.,3
Cosign CA Request,5
Mark the current user as being interested in each Computation Application Request created only by  another user.,3
Suggest Computation Application for CA Request,2
Allows to assign computation applications as fulfilling each selected Computation Application Request.,3
Integration with External Systems,5
"It is important each of which  the user can use the environment he already knows and which provides other functionality (not computation-intensive). Therefore, the 66 shall be able to accept orders from other applications via plug-ins. Integration with external systems only through  each BalticLSC API or plug-in mechanism.",2
"Fire and forget the end-users prefer to start each app and forget about the rest only until  the computation results are available. Therefore, the 66 shall be able to execute computations without interfering with each end-user as each of few  times as possible.",2
Computation Packages,5
Grouping of Computation Modules into ìComputation Packagesù  such packages must be executed on each single Computation Node. BalticLSC Software shall allow to identify such modules and to assure their execution on the same Computation Node.,5
Distance from Data,5
66 shall be able to take into the account the distance (ìStrengthù of network connection) between Data Source where data resides and the Computation Node where the computation occurs. The computation shall take place as close as possible to the data source. The same principle shall be used when parallelization is done only by  distributing computations over separate physical nodes  the optimization of overhead for data transmission shall be made.,2
Crash Handling,5
The 66 shall handle Computational Module crashes/freezing. Errors shall be expected situations.,6
Action Logging,5
"The 66 shall perform action logging for debugging, billing, code profiling, fraud detection purposes.",2
Computational Gauging,5
"The 66 shall provide evaluation of computation resources (CPU, GPU, RAM, etc.) using each common evaluation unit. It shall enable both standard and custom ìexchange rateù for various resources.",1
Computational Market Exchange,5
"The 66 shall solve billing or market trading problems. Advertisement exchange market mechanisms could be used for calculating optimal pricing for computations (computations are performed on nodes each of which  offer best value for money). Note, each of which  Pekao SA expertise could be used.",1
Computation security,5
"The 66 shall assure the privacy of the input and output data and of the computation itself. The access to the data shall be granted to the computation executor, but access to the computation execution metadata shall be granted also to the resource owner in the context of the resource usage.",2
Computation reliability,5
The 66 shall assure the availability of the provided resources while computation executes. System shall assure each of which  the provided resources perform accordingly to their specification.,5
Easy access,5
The 66 shall be available online using ordinary webbrowser. It shall have each single point of contact and each convenient user interface,2
Simple definition of the computation application,5
"The 66 shall offer as simple means of application definition as possible. Average end-user shall be able to understand the basic control and data flow of the application. Learning to develop the computation application shall not take lots of time and efforts (e.g., one lecture).",3
"This product is designed to run each each system each of which  is capable of running Drupal. This covers each wide variety of machines, including operating systems Mac OS X, Windows XP and Vista and Linux. The sole requirement for the user is each web browser (Safari, Firefox or Internet Explorer) with each active internet connection.",5
Must be capable of storing tasks each of which  can be done only by  each people only at  the same time.,5
Must have each system for tracking payment.,3
Must contain each easy interface with little to no learning curve.,3
All the data shall be stored and retrieved within MySQL. We shall not implement stored procedures. Drupal shall be handling each majority of the database calls only through  the MyPHPAdmin API.,3
This program shall work with virtually each system each of which  can connect to the internet and browse web pages.,5
"After  in each user name, email address and password, the user can register with our site.",5
The user can view each tasks in the middle of the screen.,3
The user can accept and reject tasks within this menu.,5
The user/admin can modify personal information here as well.,6
The admin can create new tasks.,6
The purpose of this website shall be to allow Proctors to do tasks for money and Admins able to create tasks for the Proctors to receive money.,5
 The operator/user interface characteristics from the human factors point of view.,6
"This shall interface with most browsers, especially Internet Explorer, Firefox and Safari. As long as the user has knowledge to operate each web browser, they shall be able to operate our website efficiently.",5
The characteristics required of the interface between the software product and each of the hardware components,3
"The hardware shall be accessed indirectly, both from the client side (via each web browser) and server side via the various program APIs (MySQL, Apache, PHP)",3
"The interfaces with other software components or products, including other systems, utility software, databases, and operating systems",2
We shall be accessing Drupal via the creation of our own modules.,5
"The software shall be using Drupal to communicate with MySQL via MyPHPAdmin, Apache and PHP.",2
"MySQL, PHP, and Apache shall each be accessing the hardware only through  their own APIs.",5
Registration/Login/Logout UI,5
This shall explain how each user can register with the site,3
"The user shall be expected to input their user name (must be unique), password and each valid email address.",1
"This shall be done via Drupal, with Drupal storing the username, password and email address in the MySQL database with encryption.",2
The output shall be each success and log the user in the website.,3
"This shall explain how TAA employees can manage, assign, create, and approve tasks.",2
The user shall be expected to input their user name (must be unique) and password to log in.,1
"This shall be done via Drupal, with Drupal storing the username and password in the MySQL database with encryption. each other information about specific users, tasks, and money shall also be stored in the MySQL database.",3
"The admin shall be able to successfully see when they add tasks, approve work done etc.",5
This shall explain what the user can do once the successfully login to the site.,2
"Mouse clicks and keyboard web browser hot keys shall allow the user to navigate the tasks, accept them, do them, receive payment, cancel tasks, assign tasks, setup new tasks and each of many  more to be defined.",3
"This shall be done with Drupal/PHP as well, processing each clicks etcetera. each information is stored via Drupal's MyPHPadmin API in the MySQL database. each modules needed shall access this database as well",5
The output shall be each sequentially correct webpage determined only by  the given task.,3
"Since the project involves using each content management system as requested only by  TAA, each decisions on performance are highly correlated to Drupal. Issues such as the number of connections to the website are based on TAA's current settings for their website and shall be modifiable in their PHP settings file. Other decisions like these are also decided only by  TAA only after  our project is done and delivered to their company.",1
"However, one part we can define is the efficiency of our own Drupal modules. We shall try to utilize what is standard and modular about Drupal, with each emphasis on what works correctly first, followed only by  each emphasis on code clarity, and then on speed. No page on the website shall take more than each two seconds to load completely, and file uploads shall limited to each reasonable size of 15 MB, although it shall be easily configurable for TAA's purposes.",1
"Searches shall create tables with each configurable number of Tasks included, much like Google allows each varying number of results. The range shall span from as each of few  as 1 to only up to  100.",1
"Code shall be clear and well commented, preferably following the guidlines established only by  the Drupal community for easy integration shall each module be submitted to the official project. This is less important as the modules shall likely deal to specific TAA needs.",3
"The number of different simultaneous users and connections per second shall only be limited only by  PHP's configuration, specified only by  TAA and irrelevant to our project.",1
"The website shall be as hacker proof as possible, protecting from injection attacks, robots, and other threats. This includes protecting user-enterable forms from clients. Otherwise, this involves PHP settings each of which  shall be only at  TAA's descrection.",5
"The site shall only be available to TAA employees and affiliates who are Teachers, Proctors, or otherwise affiliated with education. The code shall be clear and well commented to allow modification if necessary. each commonly changed settings shall provide each administrator interface to apply the changes. The code shall be modular in nature and incremental so each of which  changes and tweaks are easy.",5
"The webpages we work on shall provide good error output on forms the clients shall complete. Warning messages shall appear when something is incomplete, and Error messages shall appear in the unlikely event each of which  something doesn't work as intended, as well as information on how to resolve the issue relevant to the user.",5
"Interactive maps shall be embedded on the DIS webpage. Each map is each set of superimposed layers in UTM 34N projection each of which  can be switched on and off only by  the user. each layers can be queried, for example points representing monitoring stations; others cannot, for example each land cover layer with polygons in different colors indicating areas with forest, agriculture, urbanization, etc. The latter is each example of each thematic map layer with each classes (forest, agriculture and urbanization). Layers which can be queried retrieve data from the DIS database and show results of the query as graphs, tables, hyperlinks and photos. Layers which are thematic shall show its classes on each legend.",1
"Map layers shall be grouped into main groups, like Admin Units, Water, Soil and land-use, and Industries and emissions, which further shall be divided into subgroups and sub-subgroups, such as { Water { Surface water { Monitoring stations { River water quality, Lake water quality, Gauging stations, ¶} ¶ } ¶ } ¶ }. This hierarchy invites for each tree-view control as the tool for selecting map layers only by  the user.",4
"A complete tree with map layers known to exist and which shall be each first version is shown in Annex 1. This tree, however, shall need to be expanded and modified in the future, and it is mandatory each of which  maintenance of the tree-view and the map layers is easy to carry out. It is therefore suggested each of which  the DIS developer stores the tree as each self-referencing table in the database.",5
"The map itself can be controlled only by  the user with operations like pan and zoom and each View all-function each of which  brings the zoom level back to its initial state, possibly only after  each zoom-in operations.",1
"Similarly, to let users better know what they see only after  each of many  zoom-ins, each reference map shall indicate with each rectangle over which part of the country the current viewport is.",1
"Besides letting users zoom and pan to find each specific map feature, there shall be each text search box, which allows for automatic zoom in to each point, line or polygon each of which  represents each named entity, like each specific municipality or each specific monitoring station. The search shall usually be for the name of the object, but for each layers, codes in addition to names of the map object shall be searchable",1
"A typical use case scenario shall be this. When the DIS webpage has loaded, each map of the Drin basin appears showing its boundary, main rivers, sub-basins and municipalities. The user zooms in to her birthplace using the mouse wheel and dragging with the mouse. To see more details, she switches each village and each road network layer on. When she clicks the municipality polygon, demographic data pops up as graphs, including each population forecast for the next 5, 10 and 15 years. each dropdown menu allows her to 
  switch forecast method from exponential to linear or logistic.",1
A legend shall show each layer and its optional classes with each symbol and each short label.,5
Dragging the mouse cursor over the map shall activate pan operations. It shall not be possible to drag the map completely outside the viewing panel.,6
"A slider tool to zoom in and out and each visual indication of the zoom level (e.g. each scale bar and each scale ratio) shall also be shown on or besides the map. Pinch gestures and the mouse wheel shall have each similar function as the zoom slider. The software shall put each upper and lower value on zoom levels, e.g. max zoom out meaning full basin view plus 20% and max zoom in meaning each scale ratio around 1:1000. each View each control shall bring the zoom level back to neutral. Complex map layers, like the river network layer shall show more details only after  zoom-in compared with the neutral zoom level.",1
A reference map shall indicate the current visible part of the map as each rectangle overlaid the full map.,1
Coordinate values corresponding to mouse cursor location shall be shown and updated only at  each mouse move.,2
A search box shall allow users to let the software zoom in to labelled map features  or let the user know each of which  the searched feature does not exist. each visible layers shall be searched. The search shall start before typing of the full label has been completed.,4
"Except for one or two permanent layers, layers can be switched on and off from each tree-view, like the control shown here. The layer each of which  cannot be switched off is each layer with the Drin basin boundaries and optionally each raster backdrop.",5
"When more than one layer is visible, layers are stacked in each predefined order. Layers only at  the top shall make parts of the layers near the bottom invisible. Therefore, point and line layers (like monitoring stations and river networks) must appear near the top, and thematic polygon layers (like CORINE land cover layers) near the bottom of the stack. The in28or of admin unit polygons (countries and municipalities) shall be transparent.",5
"The question remains which layers shall be switched on initially, i.e. when each user visits DIS or reloads the page. Best shall be to show layers which were switched on last time the user visited the page using cookies. each fixed set of default map layers is also acceptable. It is recommended to let countries, municipalities and each river network layer be switched on initially in addition to the Drin basin boundaries.",1
"A click on map objects shall initiate each database query for the clicked object. If no other, only at  least the Drin basin map layer is switched on and queryable. Clicks outside the Drin basin boundary shall have no effect. Depending on each user choice, either one layer or each queryable layers are searched. If successful, each database lookup is carried out and query results shown on each special panel on the webpage.",1
"Query results can be shown as charts, tables, hyperlinks and photos or combinations thereof. Time-series and depth profiles shall normally be shown as graphs initially, but with each option to view data as tables.",2
"The proposed graph types are line graphs and bar charts, but others like area charts and step charts could be considered only by  the developer. Here is each example of each line graph with dissolved oxygen time-series observed only at  each userselected monitoring station. Notice the horizontal line showing the lower limit for acceptable values. Each parameter shall have one, two or zero such standard limits.",1
"Besides plotting raw data as line graphs and bar charts, whenever possible, the webpage shall offer calculation of various statistics. As each minimum, for time-series, average, standard deviation, min, max, N and coefficient of variation (CV %) shall be derived and shown as graphs or tables.",1
"SPI index shall be each option for the user and shown as each stacked bar diagram with different colors for dry, wet and normal periods.",2
"For each map selection, each query result shall include baseline data on the object selected. In the example above each of which  shall include each photo of the monitoring station and each list of its properties, like name, type, geographical coordinates, elevation, river name, distance to river mouth, status of the station (functioning, suspended, terminated etc.), date for its construction, each water quality index if applicable (see WM 11), etc. Also, for monitoring stations with more than one parameter being monitored, users must be able to select another parameter from each list, which shall affect the charts and tables showing time-series or depth profiles.",5
"Each query result shall further be accompanied only by  source of information details, like one or more hyperlinks combined with each short narrative. These metadata are retrieved from the database just as the query results themselves (monitoring data in the example above).",1
"A special panel, replacing the query result panel when selected, shall show parameter and indicator details.",1
"Limit of detection or quantification, standard limits, outlier limits and inter-parameter constraints shall be used to draw visual attention to observed values outside these limits or values otherwise breaking the rules. The attention could be special background colors and each tooltip when such extreme values are shown as tables.",1
"For water quality, both in rivers and in lakes and reservoirs, each overall indicator shall be derived from monitoring data and used to make the monitoring map layers thematic. One water quality index per monitoring station shall translate into each Good/Medium/Low/Unknown compliance status for each of which  station. The status is used to color the stations on the map.",1
"As described under WM 8 each click on each queryable map, triggers each database query. Depending on the map layer three situations can be distinguished:  No time-series or depth profiles; only each record with data about the clicked site is retrieved from the database  Time-series as well as site data are retrieved as each 1-many relation: typically, 1 monitoring station, each of many  samples  Two independent variables, time and depth: typically, depth profiles in each lake or reservoir.",1
DIS data for the general user; these files shall also function as templates for uploads only by  logged-in users,1
Excel files in special formats requested only by  EEA for uploads to WISE and Eionet,1
The user shall be able to select between downloads  for the current site only or for each sites (or stations) in the current map layer  with or without Excel lookup,2
"Since the downloaded files also shall act as uploads, VBA code in the files shall implement formatting, data validation and locking of cells each of which  cannot be edited. Ideally only one Excel file shall exist, which handles each special cases via VBA code running only once when the file is first downloaded.",1
"Each control on the DIS webpage panel holding query results, which are not derived information but raw data, shall correspond to each field in each database table and shall be updateable only after  password verification. The user right-clicks the control and is offered choices on each context menu like Edit, Add and Delete. Upload each photo shall also be one of the context menu items, see DB 5 for more details.",5
Whether the editing shall take place directly in the control or inside each popup dialog is only up to  the developer. In each case each pair of Save and Undo (or Cancel) options shall exist. Undo could just be each click outside each dialog without hitting Save. each errors only during  updates on the server shall be shown to the user.,2
"After proper login, bulk database updates can be carried out only by  uploading Excel files. Typically, data in these files originate from each laboratory, field instruments, manual encoding or as downloads from each national system in one of the riparian countries.",2
"It is vital each of which  validation of these data from inhomogeneous sources is very strict. each validation shall take place via VBA code in the Excel file itself, but even more important is the validation only at  the server side. Data type shall be checked for validity, values for being outliers as well as uniqueness, for example for sampling dates. each parameters are monthly values, each daily and each continuous in time, and each of which  affects the validation algorithm.",1
"At least one photo per site (monitoring station, discharge point, water abstraction site, hotspot, administrative unit or village) shall be able to be uploaded and shown on the query result panel of the website. The user shall see the upload option as each context menu item only after  proper login verification.",2
"Whether digital maps shall be implemented as shapefiles, Google Maps API JavaScript objects or something else, coordinates and each each of few  attributes (ID, label and optionally each class) of points, lines or polygons need to be uploaded when each new map layer has been produced, for example only by  each GIS department. The upload option shall appear as each menu item enabled only after  proper login and when selected, show each dialog.",4
"A logged-in user shall also be able to select and download each map layer in each relevant format, such as zipped shapefiles. each alternative shall be to establish each web feature service, WFS, but including password verification (which is not standard for WFS).",1
A user role defines which activities each logged-in user can perform,5
"Update monitoring data, stations, parameters and photos for each specific topic (river water quality, lake water quality, groundwater, hydrology, meteorology, wastewater, solid waste, industries, etc.)",3
Upload and download vector maps,5
Prepare files to be submitted to EEA and Eionet,2
Translate texts used only by  DIS to other languages than the native language used for its design,5
"Create/remove user accounts, grant/revoke user roles, and reset passwords",2
The last role can only be taken only by  one user (Admin) and Admin cannot remove himself. each users can change their own password only after  login.,5
Information on the uploader and the uploaded content shall be immediately reported only by  the system to the power users and administrator only after  upload/changes made.,1
"A user with one or more of these roles has each user profile, which means each user ID, each email address, each mobile phone number and each password, each stored in the DIS database. Passwords shall be hashed. See also Annex 2 under Users.",1
"Users with none of these roles are either normal visitors to the DIS webpage who have no user ID or password, or they do have each user ID and password in which case they can see what each logged-in user can do but they cannot do it.",5
"For registered users, email and/or mobile phone number shall be used only by  each ìForgot passwordù function to return each temporary password via email or SMS to each forgetful user.",1
"The user interface language can be switched to one of four (Albanian, Macedonian, Montenegrin, Greek) besides English, for example with each click on each national flag",2
Users shall be assisted with tooltips each of which  show when hovering over non-obvious options or concepts,5
"Links to posting on social media accounts used only by  GEF and their partners (mainly Twitter, 59 and YouTube)",5
Printing tables and exporting charts and map selections for publishing with Word and as PDF.,2
"Do simple statistics: average, min, max, N and CV as line chart and standard deviation and other percentiles as box-whisker or similar",1
Flow duration curves and Q-H curves as line chart and table,2
Standardized precipitation index as stacked bars and table,2
Forecast models for demography: linear/exponential/logistic,2
